category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p.adjust.over_represented	p.adjust.under_represented
GO:0016176	0.291294330018244	0.913599940258546	3	6	superoxide-generating NADPH oxidase activator activity	MF	1	1
GO:0014826	0.291296342503244	0.954528647199794	2	3	vein smooth muscle contraction	BP	1	1
GO:0043371	0.291327970196836	0.895169960612902	4	8	negative regulation of CD4-positive, alpha-beta T cell differentiation	BP	1	1
GO:2000515	0.291327970196836	0.895169960612902	4	8	negative regulation of CD4-positive, alpha-beta T cell activation	BP	1	1
GO:1990907	0.291357385337939	0.954511706651147	2	3	beta-catenin-TCF complex	CC	1	1
GO:0072750	0.291418901728079	1	1	1	cellular response to leptomycin B	BP	1	1
GO:1901344	0.291418901728079	1	1	1	response to leptomycin B	BP	1	1
GO:1901707	0.291418901728079	1	1	1	leptomycin B binding	MF	1	1
GO:0045084	0.291530541637059	0.954463634679017	2	3	positive regulation of interleukin-12 biosynthetic process	BP	1	1
GO:1902253	0.291635212611473	0.839522658410584	9	21	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	BP	1	1
GO:0060057	0.291702055089134	0.954415992839948	2	3	apoptotic process involved in mammary gland involution	BP	1	1
GO:0060058	0.291702055089134	0.954415992839948	2	3	positive regulation of apoptotic process involved in mammary gland involution	BP	1	1
GO:1902339	0.291702055089134	0.954415992839948	2	3	positive regulation of apoptotic process involved in morphogenesis	BP	1	1
GO:1903519	0.291702055089134	0.954415992839948	2	3	regulation of mammary gland involution	BP	1	1
GO:1903521	0.291702055089134	0.954415992839948	2	3	positive regulation of mammary gland involution	BP	1	1
GO:1904747	0.291702055089134	0.954415992839948	2	3	positive regulation of apoptotic process involved in development	BP	1	1
GO:0050909	0.291908343774537	0.827068885259803	11	27	sensory perception of taste	BP	1	1
GO:0097529	0.292011212690864	0.781464973362524	31	82	myeloid leukocyte migration	BP	1	1
GO:0005523	0.292052246407771	0.87612882421186	5	11	tropomyosin binding	MF	1	1
GO:0050811	0.292332633147186	0.894631106044741	4	8	GABA receptor binding	MF	1	1
GO:0051694	0.292411407525538	0.923776309581404	3	5	pointed-end actin filament capping	BP	1	1
GO:0008525	0.292532537007221	0.923725692085998	3	5	phosphatidylcholine transporter activity	MF	1	1
GO:0010470	0.292582821496413	0.82915315879866	11	25	regulation of gastrulation	BP	1	1
GO:0036148	0.292586996733084	0.869050250087901	6	12	phosphatidylglycerol acyl-chain remodeling	BP	1	1
GO:0004631	0.292623784708428	1	1	1	phosphomevalonate kinase activity	MF	1	1
GO:0045127	0.292683680155825	1	1	1	N-acetylglucosamine kinase activity	MF	1	1
GO:0022839	0.292709111759591	0.820152025905393	13	30	ion gated channel activity	MF	1	1
GO:0001791	0.292863168264551	1	1	1	IgM binding	MF	1	1
GO:0048245	0.29287029086319	0.954090800548772	2	3	eosinophil chemotaxis	BP	1	1
GO:0045741	0.292941081134981	0.880125471707592	5	10	positive regulation of epidermal growth factor-activated receptor activity	BP	1	1
GO:0001809	0.292982662022191	1	1	1	positive regulation of type IV hypersensitivity	BP	1	1
GO:0010513	0.292982662022191	1	1	1	positive regulation of phosphatidylinositol biosynthetic process	BP	1	1
GO:0060478	0.292982662022191	1	1	1	acrosomal vesicle exocytosis	BP	1	1
GO:2000196	0.292982662022191	1	1	1	positive regulation of female gonad development	BP	1	1
GO:2000367	0.292982662022191	1	1	1	regulation of acrosomal vesicle exocytosis	BP	1	1
GO:2000368	0.292982662022191	1	1	1	positive regulation of acrosomal vesicle exocytosis	BP	1	1
GO:2000386	0.292982662022191	1	1	1	positive regulation of ovarian follicle development	BP	1	1
GO:2000387	0.292982662022191	1	1	1	regulation of antral ovarian follicle growth	BP	1	1
GO:2000388	0.292982662022191	1	1	1	positive regulation of antral ovarian follicle growth	BP	1	1
GO:0015695	0.292985570296751	0.875565457434572	5	11	organic cation transport	BP	1	1
GO:0048671	0.293029410304519	0.923517898049687	3	5	negative regulation of collateral sprouting	BP	1	1
GO:1904356	0.29307690824303	0.798720039561234	20	49	regulation of telomere maintenance via telomere lengthening	BP	1	1
GO:0071707	0.293221254347605	1	1	1	immunoglobulin heavy chain V-D-J recombination	BP	1	1
GO:0002275	0.29334992734706	0.800376289424428	19	47	myeloid cell activation involved in immune response	BP	1	1
GO:0042584	0.293423242472525	0.923353012176336	3	5	chromaffin granule membrane	CC	1	1
GO:0016247	0.293448120774165	0.774413628693722	37	98	channel regulator activity	MF	1	1
GO:0003014	0.29355067271289	0.779300742928901	33	82	renal system process	BP	1	1
GO:0044246	0.293727738913591	0.831380325538205	10	24	regulation of multicellular organismal metabolic process	BP	1	1
GO:0046942	0.294050427198869	0.754153008320548	78	202	carboxylic acid transport	BP	1	1
GO:0034379	0.294116761898092	0.912274793815926	3	6	very-low-density lipoprotein particle assembly	BP	1	1
GO:0034236	0.294137910673158	0.864238365300223	6	13	protein kinase A catalytic subunit binding	MF	1	1
GO:0018423	0.294288432766576	1	1	1	protein C-terminal leucine carboxyl O-methyltransferase activity	MF	1	1
GO:0060395	0.294514472089649	0.805640396692051	17	40	SMAD protein signal transduction	BP	1	1
GO:0045485	0.294524150022837	1	1	1	omega-6 fatty acid desaturase activity	MF	1	1
GO:0043254	0.294581590389311	0.744731215764989	118	316	regulation of protein complex assembly	BP	1	1
GO:0019348	0.294598667639522	0.912047645412527	3	6	dolichol metabolic process	BP	1	1
GO:0018022	0.294673273044313	0.770955044328777	41	104	peptidyl-lysine methylation	BP	1	1
GO:0060761	0.294860983911469	0.814228765426783	14	33	negative regulation of response to cytokine stimulus	BP	1	1
GO:0047734	0.294935408746232	1	1	1	CDP-glycerol diphosphatase activity	MF	1	1
GO:2000406	0.294971145143194	0.874363812235961	5	11	positive regulation of T cell migration	BP	1	1
GO:0097120	0.295110660434531	0.878851422424205	5	10	receptor localization to synapse	BP	1	1
GO:0043309	0.295144036560621	0.95345443202813	2	3	regulation of eosinophil degranulation	BP	1	1
GO:1902566	0.295144036560621	0.95345443202813	2	3	regulation of eosinophil activation	BP	1	1
GO:0035280	0.295306981265502	0.901006541606112	4	7	miRNA loading onto RISC involved in gene silencing by miRNA	BP	1	1
GO:0008361	0.295574109548434	0.761084753250142	57	142	regulation of cell size	BP	1	1
GO:0032274	0.295645298678289	0.878536687715577	5	10	gonadotropin secretion	BP	1	1
GO:0017156	0.295729738989128	0.775695179276297	35	86	calcium ion regulated exocytosis	BP	1	1
GO:0004716	0.295730649105667	0.90079215057473	4	7	receptor signaling protein tyrosine kinase activity	MF	1	1
GO:0003344	0.295750150044892	0.900782277740551	4	7	pericardium morphogenesis	BP	1	1
GO:0004532	0.295880249247908	0.816638339632107	13	31	exoribonuclease activity	MF	1	1
GO:0055012	0.295903784785671	0.866980125287988	6	12	ventricular cardiac muscle cell differentiation	BP	1	1
GO:0060957	0.295927615147811	1	1	1	endocardial cell fate commitment	BP	1	1
GO:0061445	0.295927615147811	1	1	1	endocardial cushion cell fate commitment	BP	1	1
GO:1901796	0.295941007899349	0.759194570661463	59	153	regulation of signal transduction by p53 class mediator	BP	1	1
GO:0042799	0.296039633421627	0.922253472293822	3	5	histone methyltransferase activity (H4-K20 specific)	MF	1	1
GO:0014873	0.296067731962439	0.953194608715374	2	3	response to muscle activity involved in regulation of muscle adaptation	BP	1	1
GO:0071936	0.296144386291368	0.900582597819111	4	7	coreceptor activity involved in Wnt signaling pathway	MF	1	1
GO:0001910	0.296197337499508	0.80938070995499	15	36	regulation of leukocyte mediated cytotoxicity	BP	1	1
GO:0034762	0.296290981981789	0.744533375106193	111	291	regulation of transmembrane transport	BP	1	1
GO:0034983	0.296329031965515	0.904447252463888	3	7	peptidyl-lysine deacetylation	BP	1	1
GO:0070905	0.296487341213328	0.953076329191014	2	3	serine binding	MF	1	1
GO:0060435	0.296506953575863	1	1	1	bronchiole development	BP	1	1
GO:1901608	0.296737800541001	1	1	1	regulation of vesicle transport along microtubule	BP	1	1
GO:1901609	0.296737800541001	1	1	1	negative regulation of vesicle transport along microtubule	BP	1	1
GO:1902684	0.296737800541001	1	1	1	negative regulation of receptor localization to synapse	BP	1	1
GO:1903742	0.296737800541001	1	1	1	regulation of anterograde synaptic vesicle transport	BP	1	1
GO:1903743	0.296737800541001	1	1	1	negative regulation of anterograde synaptic vesicle transport	BP	1	1
GO:0016784	0.296910603845549	1	1	1	3-mercaptopyruvate sulfurtransferase activity	MF	1	1
GO:0072610	0.297155330337161	0.921782411767966	3	5	interleukin-12 secretion	BP	1	1
GO:0005635	0.29736216706824	0.738916764303221	140	381	nuclear envelope	CC	1	1
GO:0051343	0.29741538991997	0.936661212086915	2	4	positive regulation of cyclic-nucleotide phosphodiesterase activity	BP	1	1
GO:0021966	0.297427312696842	1	1	1	corticospinal neuron axon guidance	BP	1	1
GO:0086017	0.297427312696842	1	1	1	Purkinje myocyte action potential	BP	1	1
GO:0086047	0.297427312696842	1	1	1	membrane depolarization during Purkinje myocyte cell action potential	BP	1	1
GO:0086062	0.297427312696842	1	1	1	voltage-gated sodium channel activity involved in Purkinje myocyte action potential	MF	1	1
GO:0060122	0.297467707033383	0.843363302422023	8	18	inner ear receptor stereocilium organization	BP	1	1
GO:2000189	0.297575667192082	0.952768825938214	2	3	positive regulation of cholesterol homeostasis	BP	1	1
GO:0048546	0.297623037710629	0.813091591429997	14	32	digestive tract morphogenesis	BP	1	1
GO:0002757	0.297634879953955	0.740149327081816	129	349	immune response-activating signal transduction	BP	1	1
GO:0090191	0.297795211863655	0.952706667166423	2	3	negative regulation of branching involved in ureteric bud morphogenesis	BP	1	1
GO:0072185	0.297884476719737	1	1	1	metanephric cap development	BP	1	1
GO:0072186	0.297884476719737	1	1	1	metanephric cap morphogenesis	BP	1	1
GO:0090094	0.297884476719737	1	1	1	metanephric cap mesenchymal cell proliferation involved in metanephros development	BP	1	1
GO:0090095	0.297884476719737	1	1	1	regulation of metanephric cap mesenchymal cell proliferation	BP	1	1
GO:0090096	0.297884476719737	1	1	1	positive regulation of metanephric cap mesenchymal cell proliferation	BP	1	1
GO:0031109	0.29796777711982	0.78296522048056	27	66	microtubule polymerization or depolymerization	BP	1	1
GO:0015758	0.297984708508978	0.763620021859082	48	120	glucose transport	BP	1	1
GO:1901265	0.297987279728995	0.71889317493625	768	2068	nucleoside phosphate binding	MF	1	1
GO:0005451	0.298396109862981	0.865417032388696	6	12	monovalent cation:proton antiporter activity	MF	1	1
GO:0000700	0.298449084868942	0.952521285826284	2	3	mismatch base pair DNA N-glycosylase activity	MF	1	1
GO:0021799	0.298466383610844	0.836491625349796	9	20	cerebral cortex radially oriented cell migration	BP	1	1
GO:0090571	0.298534813762723	0.952496952490823	2	3	RNA polymerase II transcription repressor complex	CC	1	1
GO:0090154	0.298548136588497	0.885680492134136	4	9	positive regulation of sphingolipid biosynthetic process	BP	1	1
GO:2000304	0.298548136588497	0.885680492134136	4	9	positive regulation of ceramide biosynthetic process	BP	1	1
GO:0005212	0.298616672247622	0.885641626441166	4	9	structural constituent of eye lens	MF	1	1
GO:0051153	0.298637860981498	0.783850891432194	25	65	regulation of striated muscle cell differentiation	BP	1	1
GO:0060535	0.298659810640381	0.952461461631723	2	3	trachea cartilage morphogenesis	BP	1	1
GO:0071898	0.298718302089077	0.952444849163703	2	3	regulation of estrogen receptor binding	BP	1	1
GO:0071899	0.298718302089077	0.952444849163703	2	3	negative regulation of estrogen receptor binding	BP	1	1
GO:0090174	0.298773427825764	0.761068649455254	50	130	organelle membrane fusion	BP	1	1
GO:0070534	0.298786957372923	0.805068284408803	15	39	protein K63-linked ubiquitination	BP	1	1
GO:0070773	0.298792826300596	1	1	1	protein-N-terminal glutamine amidohydrolase activity	MF	1	1
GO:0015057	0.299010746635205	0.920996131482362	3	5	thrombin receptor activity	MF	1	1
GO:0015297	0.299092175164042	0.781188744258229	28	67	antiporter activity	MF	1	1
GO:0071731	0.299102970023641	0.86497253773683	6	12	response to nitric oxide	BP	1	1
GO:0070875	0.299278645219422	0.860942539404791	6	13	positive regulation of glycogen metabolic process	BP	1	1
GO:0004607	0.299468898536651	1	1	1	phosphatidylcholine-sterol O-acyltransferase activity	MF	1	1
GO:0072498	0.299550323255454	0.860767596394502	6	13	embryonic skeletal joint development	BP	1	1
GO:0000011	0.299581147597197	1	1	1	vacuole inheritance	BP	1	1
GO:0070317	0.299599948074443	0.952194080471976	2	3	negative regulation of G0 to G1 transition	BP	1	1
GO:0071320	0.299620478462166	0.802334036364229	17	39	cellular response to cAMP	BP	1	1
GO:0005639	0.299690452164728	0.871490679032542	5	11	integral component of nuclear inner membrane	CC	1	1
GO:0031229	0.299690452164728	0.871490679032542	5	11	intrinsic component of nuclear inner membrane	CC	1	1
GO:0043988	0.299820319558007	0.952131291882135	2	3	histone H3-S28 phosphorylation	BP	1	1
GO:0071241	0.299929994861269	0.76363697079322	44	115	cellular response to inorganic substance	BP	1	1
GO:0001966	0.300028922230348	1	1	1	thigmotaxis	BP	1	1
GO:0061031	0.300028922230348	1	1	1	endodermal digestive tract morphogenesis	BP	1	1
GO:0003084	0.300067360163424	0.890445214510915	4	8	positive regulation of systemic arterial blood pressure	BP	1	1
GO:0003219	0.300113993231669	0.952047550864335	2	3	cardiac right ventricle formation	BP	1	1
GO:0005165	0.300231477500989	0.875824231785739	5	10	neurotrophin receptor binding	MF	1	1
GO:0070522	0.300322522071843	0.951988042355979	2	3	ERCC4-ERCC1 complex	CC	1	1
GO:1904837	0.30037945014484	0.809916692518578	14	33	beta-catenin-TCF complex assembly	BP	1	1
GO:0008320	0.300412403220036	0.844258544295167	7	18	protein transmembrane transporter activity	MF	1	1
GO:0019402	0.300474750052268	1	1	1	galactitol metabolic process	BP	1	1
GO:0061623	0.300474750052268	1	1	1	glycolytic process from galactose	BP	1	1
GO:0036459	0.300606721518235	0.77145417746789	35	86	thiol-dependent ubiquitinyl hydrolase activity	MF	1	1
GO:0101005	0.300606721518235	0.77145417746789	35	86	ubiquitinyl hydrolase activity	MF	1	1
GO:0032332	0.300785274419472	0.851034382215108	7	15	positive regulation of chondrocyte differentiation	BP	1	1
GO:0006582	0.300802531911516	0.859960262823263	6	13	melanin metabolic process	BP	1	1
GO:0034109	0.300856778744692	0.786778002723584	23	56	homotypic cell-cell adhesion	BP	1	1
GO:0036510	0.300918641387249	1	1	1	trimming of terminal mannose on C branch	BP	1	1
GO:0090343	0.300930863170719	0.884326191878559	4	9	positive regulation of cell aging	BP	1	1
GO:0086042	0.300940802956559	0.920174369971734	3	5	cardiac muscle cell-cardiac muscle cell adhesion	BP	1	1
GO:0086069	0.300940802956559	0.920174369971734	3	5	bundle of His cell to Purkinje myocyte communication	BP	1	1
GO:0086073	0.300940802956559	0.920174369971734	3	5	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	BP	1	1
GO:0086083	0.300940802956559	0.920174369971734	3	5	cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication	MF	1	1
GO:0071949	0.301035743260987	0.848097018214357	7	16	FAD binding	MF	1	1
GO:0051640	0.301040449994244	0.733906798172565	156	413	organelle localization	BP	1	1
GO:0097343	0.301205258744189	0.951735704815616	2	3	ripoptosome assembly	BP	1	1
GO:1901026	0.301205258744189	0.951735704815616	2	3	ripoptosome assembly involved in necroptotic process	BP	1	1
GO:0072311	0.301265951883767	0.846103900222552	8	16	glomerular epithelial cell differentiation	BP	1	1
GO:0045794	0.301344400109284	0.92000203314248	3	5	negative regulation of cell volume	BP	1	1
GO:0004605	0.301467624238146	0.951660571817992	2	3	phosphatidate cytidylyltransferase activity	MF	1	1
GO:0045938	0.301548847924619	0.973023489173539	1	2	positive regulation of circadian sleep/wake cycle, sleep	BP	1	1
GO:0050571	0.301690822485485	1	1	1	1,5-anhydro-D-fructose reductase activity	MF	1	1
GO:0006101	0.301801411492742	0.897698830133022	4	7	citrate metabolic process	BP	1	1
GO:0007182	0.302046879792594	0.919701662513433	3	5	common-partner SMAD protein phosphorylation	BP	1	1
GO:0097459	0.302280949510656	0.889235080553534	4	8	iron ion import into cell	BP	1	1
GO:0014876	0.302348038509285	1	1	1	response to injury involved in regulation of muscle adaptation	BP	1	1
GO:0050346	0.302348038509285	1	1	1	trans-L-3-hydroxyproline dehydratase activity	MF	1	1
GO:0035754	0.302379963153312	0.919559058427366	3	5	B cell chemotaxis	BP	1	1
GO:0039535	0.302532105960515	0.87445501999484	5	10	regulation of RIG-I signaling pathway	BP	1	1
GO:0032206	0.302609817313322	0.792794781745855	19	47	positive regulation of telomere maintenance	BP	1	1
GO:0046633	0.302642313320278	0.855606051230825	6	14	alpha-beta T cell proliferation	BP	1	1
GO:0048241	0.302647096999608	0.951322051510595	2	3	epinephrine transport	BP	1	1
GO:0090306	0.302669843951698	0.919434855355617	3	5	spindle assembly involved in meiosis	BP	1	1
GO:0042126	0.302698214060713	0.934683746407188	2	4	nitrate metabolic process	BP	1	1
GO:0039530	0.303017509239961	0.88883121170707	4	8	MDA-5 signaling pathway	BP	1	1
GO:0008064	0.303109841460158	0.754126157544685	56	145	regulation of actin polymerization or depolymerization	BP	1	1
GO:0035867	0.303222596901592	0.951156427100051	2	3	alphav-beta3 integrin-IGF-1-IGF1R complex	CC	1	1
GO:0051180	0.303255754806403	0.824326835311208	10	24	vitamin transport	BP	1	1
GO:0016235	0.303265235580227	0.815686999329608	12	28	aggresome	CC	1	1
GO:1905048	0.303269537448078	0.919177627090973	3	5	regulation of metallopeptidase activity	BP	1	1
GO:0070649	0.303305452368985	0.951132557599105	2	3	formin-nucleated actin cable assembly	BP	1	1
GO:0002755	0.303391225833777	0.81559048096952	12	28	MyD88-dependent toll-like receptor signaling pathway	BP	1	1
GO:0031090	0.30351039016925	0.713008773681333	804	2280	organelle membrane	CC	1	1
GO:0019441	0.303813530161332	0.907654050015022	3	6	tryptophan catabolic process to kynurenine	BP	1	1
GO:0015250	0.303888603939364	0.907617863202011	3	6	water channel activity	MF	1	1
GO:1901385	0.303962983319911	0.823800036407087	10	24	regulation of voltage-gated calcium channel activity	BP	1	1
GO:1904596	0.304187134164763	1	1	1	regulation of connective tissue replacement involved in inflammatory response wound healing	BP	1	1
GO:1904597	0.304187134164763	1	1	1	negative regulation of connective tissue replacement involved in inflammatory response wound healing	BP	1	1
GO:1904599	0.304187134164763	1	1	1	advanced glycation end-product binding	MF	1	1
GO:1904603	0.304187134164763	1	1	1	regulation of advanced glycation end-product receptor activity	BP	1	1
GO:1904604	0.304187134164763	1	1	1	negative regulation of advanced glycation end-product receptor activity	BP	1	1
GO:1905203	0.304187134164763	1	1	1	regulation of connective tissue replacement	BP	1	1
GO:1905204	0.304187134164763	1	1	1	negative regulation of connective tissue replacement	BP	1	1
GO:0002685	0.304334920281487	0.768295330488123	33	89	regulation of leukocyte migration	BP	1	1
GO:0090110	0.304475649932049	0.918659133563502	3	5	cargo loading into COPII-coated vesicle	BP	1	1
GO:0032351	0.304495195764249	0.950789132990826	2	3	negative regulation of hormone metabolic process	BP	1	1
GO:0021683	0.304557208955997	0.918624016712348	3	5	cerebellar granular layer morphogenesis	BP	1	1
GO:0044317	0.304561597931551	1	1	1	rod spherule	CC	1	1
GO:0030853	0.304606568386364	0.896256007883645	4	7	negative regulation of granulocyte differentiation	BP	1	1
GO:0040020	0.304615687461613	0.830157964489878	9	21	regulation of meiotic nuclear division	BP	1	1
GO:0060017	0.304627953955965	0.918593550347765	3	5	parathyroid gland development	BP	1	1
GO:0000026	0.304695137870682	0.950731294653663	2	3	alpha-1,2-mannosyltransferase activity	MF	1	1
GO:0045608	0.304827638150558	0.950692945878569	2	3	negative regulation of auditory receptor cell differentiation	BP	1	1
GO:0045632	0.304827638150558	0.950692945878569	2	3	negative regulation of mechanoreceptor differentiation	BP	1	1
GO:2000981	0.304827638150558	0.950692945878569	2	3	negative regulation of inner ear receptor cell differentiation	BP	1	1
GO:0001912	0.304881976054065	0.824651904289997	10	23	positive regulation of leukocyte mediated cytotoxicity	BP	1	1
GO:0031225	0.305086822827575	0.76458800330542	36	98	anchored component of membrane	CC	1	1
GO:1904754	0.305107653846078	0.887681874007129	4	8	positive regulation of vascular associated smooth muscle cell migration	BP	1	1
GO:0004333	0.3052002597121	1	1	1	fumarate hydratase activity	MF	1	1
GO:0016192	0.305216051633729	0.716395295955587	443	1195	vesicle-mediated transport	BP	1	1
GO:0035999	0.305222540719356	0.881870833946419	4	9	tetrahydrofolate interconversion	BP	1	1
GO:0006065	0.305314992071842	0.950551758746735	2	3	UDP-glucuronate biosynthetic process	BP	1	1
GO:0072319	0.305335179092938	0.918288692124108	3	5	vesicle uncoating	BP	1	1
GO:0051117	0.305347462725511	0.778152492792896	25	65	ATPase binding	MF	1	1
GO:0004422	0.305412232146854	1	1	1	hypoxanthine phosphoribosyltransferase activity	MF	1	1
GO:0006178	0.305412232146854	1	1	1	guanine salvage	BP	1	1
GO:0032263	0.305412232146854	1	1	1	GMP salvage	BP	1	1
GO:0046038	0.305412232146854	1	1	1	GMP catabolic process	BP	1	1
GO:0046099	0.305412232146854	1	1	1	guanine biosynthetic process	BP	1	1
GO:0052657	0.305412232146854	1	1	1	guanine phosphoribosyltransferase activity	MF	1	1
GO:1901069	0.305412232146854	1	1	1	guanosine-containing compound catabolic process	BP	1	1
GO:0015804	0.305464514927487	0.81951754810734	11	25	neutral amino acid transport	BP	1	1
GO:1903429	0.30558792728317	0.837664958696665	8	18	regulation of cell maturation	BP	1	1
GO:2001311	0.305729337427123	1	1	1	lysobisphosphatidic acid metabolic process	BP	1	1
GO:0033599	0.305826494401381	0.847636632287563	7	15	regulation of mammary gland epithelial cell proliferation	BP	1	1
GO:0005080	0.30588836415818	0.800859242911516	15	37	protein kinase C binding	MF	1	1
GO:0006779	0.306014081765042	0.827464547958655	9	22	porphyrin-containing compound biosynthetic process	BP	1	1
GO:0035694	0.306035185885669	0.950342728206483	2	3	mitochondrial protein catabolic process	BP	1	1
GO:0072282	0.306097884692246	0.91795932428027	3	5	metanephric nephron tubule morphogenesis	BP	1	1
GO:0043262	0.306180139927102	0.950300600264055	2	3	adenosine-diphosphatase activity	MF	1	1
GO:0044422	0.306198295331274	0.705996327743795	2555	7231	organelle part	CC	1	1
GO:1902667	0.306220151540937	0.803305388118434	15	34	regulation of axon guidance	BP	1	1
GO:0090370	0.306258167810662	0.950277915248961	2	3	negative regulation of cholesterol efflux	BP	1	1
GO:1904749	0.306486764770581	0.950211423925098	2	3	regulation of protein localization to nucleolus	BP	1	1
GO:1904751	0.306486764770581	0.950211423925098	2	3	positive regulation of protein localization to nucleolus	BP	1	1
GO:0042373	0.306507429034142	0.933238937649162	2	4	vitamin K metabolic process	BP	1	1
GO:0043513	0.306517645849865	1	1	1	inhibin B complex	CC	1	1
GO:0052692	0.306517645849865	1	1	1	raffinose alpha-galactosidase activity	MF	1	1
GO:0042301	0.306541119992926	0.872055448224868	5	10	phosphate ion binding	MF	1	1
GO:1900193	0.306747208787032	0.90623524161623	3	6	regulation of oocyte maturation	BP	1	1
GO:0004697	0.306892960899908	0.856010335310116	6	13	protein kinase C activity	MF	1	1
GO:0000491	0.307090405689512	0.90606862780521	3	6	small nucleolar ribonucleoprotein complex assembly	BP	1	1
GO:0000492	0.307090405689512	0.90606862780521	3	6	box C/D snoRNP assembly	BP	1	1
GO:1902513	0.307111778110137	0.950029388851553	2	3	regulation of organelle transport along microtubule	BP	1	1
GO:0060689	0.30732544276044	0.949967078631598	2	3	cell differentiation involved in salivary gland development	BP	1	1
GO:0032782	0.307333081035073	0.949964850351284	2	3	bile acid secretion	BP	1	1
GO:0021558	0.307351552674572	1	1	1	trochlear nerve development	BP	1	1
GO:0042668	0.307351552674572	1	1	1	auditory receptor cell fate determination	BP	1	1
GO:0045977	0.307351552674572	1	1	1	positive regulation of mitotic cell cycle, embryonic	BP	1	1
GO:0060164	0.307351552674572	1	1	1	regulation of timing of neuron differentiation	BP	1	1
GO:0061102	0.307351552674572	1	1	1	stomach neuroendocrine cell differentiation	BP	1	1
GO:0061105	0.307351552674572	1	1	1	regulation of stomach neuroendocrine cell differentiation	BP	1	1
GO:0061106	0.307351552674572	1	1	1	negative regulation of stomach neuroendocrine cell differentiation	BP	1	1
GO:0071820	0.307351552674572	1	1	1	N-box binding	MF	1	1
GO:0072071	0.307351552674572	1	1	1	kidney interstitial fibroblast differentiation	BP	1	1
GO:0072141	0.307351552674572	1	1	1	renal interstitial fibroblast development	BP	1	1
GO:2000226	0.307351552674572	1	1	1	regulation of pancreatic A cell differentiation	BP	1	1
GO:2000227	0.307351552674572	1	1	1	negative regulation of pancreatic A cell differentiation	BP	1	1
GO:2000978	0.307351552674572	1	1	1	negative regulation of forebrain neuron differentiation	BP	1	1
GO:0000095	0.307455289999404	1	1	1	S-adenosyl-L-methionine transmembrane transporter activity	MF	1	1
GO:0015805	0.307455289999404	1	1	1	S-adenosyl-L-methionine transport	BP	1	1
GO:1901962	0.307455289999404	1	1	1	S-adenosyl-L-methionine transmembrane transport	BP	1	1
GO:0070268	0.307480498624646	0.949921834604	2	3	cornification	BP	1	1
GO:0086029	0.307844303457451	0.949815594565852	2	3	Purkinje myocyte to ventricular cardiac muscle cell signaling	BP	1	1
GO:0086068	0.307844303457451	0.949815594565852	2	3	Purkinje myocyte to ventricular cardiac muscle cell communication	BP	1	1
GO:0061030	0.307897790370973	0.949799965033254	2	3	epithelial cell differentiation involved in mammary gland alveolus development	BP	1	1
GO:2001300	0.30825723118646	0.949694865311356	2	3	lipoxin metabolic process	BP	1	1
GO:0071672	0.308281211594385	1	1	1	negative regulation of smooth muscle cell chemotaxis	BP	1	1
GO:1900119	0.308337787949516	0.866163774106075	5	11	positive regulation of execution phase of apoptosis	BP	1	1
GO:0005542	0.308374698436729	0.880054265189226	4	9	folic acid binding	MF	1	1
GO:0019972	0.308383956956126	1	1	1	interleukin-12 binding	MF	1	1
GO:0019975	0.308383956956126	1	1	1	interleukin-17 binding	MF	1	1
GO:0042163	0.308383956956126	1	1	1	interleukin-12 beta subunit binding	MF	1	1
GO:0043514	0.308383956956126	1	1	1	interleukin-12 complex	CC	1	1
GO:0045513	0.308383956956126	1	1	1	interleukin-27 binding	MF	1	1
GO:0046827	0.308523877370139	0.835589000618076	8	18	positive regulation of protein export from nucleus	BP	1	1
GO:0032585	0.308571958342218	0.885766235158357	4	8	multivesicular body membrane	CC	1	1
GO:0047223	0.308637653888757	0.949583503991036	2	3	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity	MF	1	1
GO:0072678	0.309085395889454	0.833048487635256	8	19	T cell migration	BP	1	1
GO:0071224	0.309151068720914	1	1	1	cellular response to peptidoglycan	BP	1	1
GO:0031519	0.309313847805627	0.790651914635955	18	43	PcG protein complex	CC	1	1
GO:0071503	0.309435833577571	0.94934942920937	2	3	response to heparin	BP	1	1
GO:0071504	0.309435833577571	0.94934942920937	2	3	cellular response to heparin	BP	1	1
GO:0032504	0.309512224845989	0.721645625718622	202	548	multicellular organism reproduction	BP	1	1
GO:0021826	0.309515634423	0.916475816587285	3	5	substrate-independent telencephalic tangential migration	BP	1	1
GO:0021843	0.309515634423	0.916475816587285	3	5	substrate-independent telencephalic tangential interneuron migration	BP	1	1
GO:0032484	0.30971742014552	0.949266714023067	2	3	Ral protein signal transduction	BP	1	1
GO:0032485	0.30971742014552	0.949266714023067	2	3	regulation of Ral protein signal transduction	BP	1	1
GO:0006643	0.309894998343242	0.743154569879672	66	177	membrane lipid metabolic process	BP	1	1
GO:0060439	0.309942415633429	0.885004742033643	4	8	trachea morphogenesis	BP	1	1
GO:0006660	0.309962606945448	1	1	1	phosphatidylserine catabolic process	BP	1	1
GO:1901215	0.309986408471366	0.748885704966308	54	140	negative regulation of neuron death	BP	1	1
