category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p.adjust.over_represented	p.adjust.under_represented
GO:0034434	0.0508120245547608	0.990512148964828	5	8	sterol esterification	BP	0.539257117295095	1
GO:0034435	0.0508120245547608	0.990512148964828	5	8	cholesterol esterification	BP	0.539257117295095	1
GO:0010494	0.0508183867972388	0.976192046327176	18	34	cytoplasmic stress granule	CC	0.539257117295095	1
GO:0042596	0.0508448474685323	0.980946227239299	12	21	fear response	BP	0.539257117295095	1
GO:0035259	0.0509948295270285	0.988777393141366	7	10	glucocorticoid receptor binding	MF	0.540251255827629	1
GO:0042228	0.0510405074130994	0.99196562334462	5	7	interleukin-8 biosynthetic process	BP	0.540251255827629	1
GO:0003382	0.051042404228756	0.979090601942412	14	25	epithelial cell morphogenesis	BP	0.540251255827629	1
GO:0046337	0.0510446484474421	0.983024810718666	10	17	phosphatidylethanolamine metabolic process	BP	0.540251255827629	1
GO:1901186	0.0512198977454464	0.977200939690329	16	30	positive regulation of ERBB signaling pathway	BP	0.541191615992703	1
GO:0052866	0.0512268541385513	0.978228253047766	15	27	phosphatidylinositol phosphate phosphatase activity	MF	0.541191615992703	1
GO:0051864	0.0513326597205981	0.994461229248126	5	6	histone demethylase activity (H3-K36 specific)	MF	0.541191615992703	1
GO:0070544	0.0513326597205981	0.994461229248126	5	6	histone H3-K36 demethylation	BP	0.541191615992703	1
GO:0035272	0.0513449811625983	0.974617957667388	20	39	exocrine system development	BP	0.541191615992703	1
GO:0002756	0.0513786619179506	0.978549209801164	14	26	MyD88-independent toll-like receptor signaling pathway	BP	0.541191615992703	1
GO:0042503	0.0514088851266073	0.976466714689119	17	32	tyrosine phosphorylation of Stat3 protein	BP	0.541191615992703	1
GO:0010512	0.0514277757835455	1	2	2	negative regulation of phosphatidylinositol biosynthetic process	BP	0.541191615992703	1
GO:0035793	0.0514277757835455	1	2	2	positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway	BP	0.541191615992703	1
GO:1900238	0.0514277757835455	1	2	2	regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway	BP	0.541191615992703	1
GO:2000591	0.0514277757835455	1	2	2	positive regulation of metanephric mesenchymal cell migration	BP	0.541191615992703	1
GO:0060347	0.05145225091675	0.989395607472359	6	9	heart trabecula formation	BP	0.541191615992703	1
GO:0006658	0.0515745068887187	0.980620788304087	12	21	phosphatidylserine metabolic process	BP	0.542197628147964	1
GO:0016857	0.0517024784100612	0.989329100957802	6	9	racemase and epimerase activity, acting on carbohydrates and derivatives	MF	0.543262658652185	1
GO:0048706	0.0518350089375167	0.967156900060255	42	90	embryonic skeletal system development	BP	0.544374470151013	1
GO:0005886	0.0518823894819025	0.952279819002647	1326	3412	plasma membrane	CC	0.544384944348313	1
GO:0051124	0.0519782071784187	0.994367294591745	5	6	synaptic growth at neuromuscular junction	BP	0.544384944348313	1
GO:0036473	0.051987881219982	0.970437271149705	28	60	cell death in response to oxidative stress	BP	0.544384944348313	1
GO:0005520	0.0519958685396215	0.979963115728369	12	22	insulin-like growth factor binding	MF	0.544384944348313	1
GO:0031974	0.0520250132745451	0.951982482713101	1467	3946	membrane-enclosed lumen	CC	0.544384944348313	1
GO:0043233	0.0520250132745451	0.951982482713101	1467	3946	organelle lumen	CC	0.544384944348313	1
GO:0070013	0.0520250132745451	0.951982482713101	1467	3946	intracellular organelle lumen	CC	0.544384944348313	1
GO:0030676	0.0520497630112159	0.986472092130175	8	12	Rac guanyl-nucleotide exchange factor activity	MF	0.544384944348313	1
GO:1904424	0.0521747851095352	0.994338599963565	5	6	regulation of GTP binding	BP	0.545412556091159	1
GO:0030514	0.0522034803270906	0.975724467864197	18	33	negative regulation of BMP signaling pathway	BP	0.545432670863664	1
GO:0007096	0.0522729236197489	0.984555600955521	8	14	regulation of exit from mitosis	BP	0.545878291044984	1
GO:0036109	0.0523242929251091	0.985340326188776	8	13	alpha-linolenic acid metabolic process	BP	0.545903430355182	1
GO:0010038	0.0523437933058055	0.960552496011817	97	235	response to metal ion	BP	0.545903430355182	1
GO:0014854	0.0523557133068629	0.991689916109948	5	7	response to inactivity	BP	0.545903430355182	1
GO:2000737	0.052435278768947	0.986346964337173	8	12	negative regulation of stem cell differentiation	BP	0.546311708952619	1
GO:0008092	0.0524484982188732	0.955374466401383	297	728	cytoskeletal protein binding	MF	0.546311708952619	1
GO:0007250	0.0524834224369303	0.982444031386864	10	17	activation of NF-kappaB-inducing kinase activity	BP	0.546396141405222	1
GO:0044723	0.0526996753521941	0.957867111261133	153	374	single-organism carbohydrate metabolic process	BP	0.548367306243923	1
GO:0008589	0.0528496335598619	0.971215387925833	26	51	regulation of smoothened signaling pathway	BP	0.549646980167752	1
GO:0040036	0.0529808561429393	0.978156119214921	14	25	regulation of fibroblast growth factor receptor signaling pathway	BP	0.550730593396043	1
GO:0010586	0.0530488510928067	0.984429818325257	9	14	miRNA metabolic process	BP	0.55115619182297	1
GO:0030991	0.0531777130889595	0.990728343399075	6	8	intraciliary transport particle A	CC	0.552213418182702	1
GO:0002062	0.0532229483834088	0.968466691741463	33	68	chondrocyte differentiation	BP	0.552401604871916	1
GO:0072497	0.0534656202801994	0.994149134744864	5	6	mesenchymal stem cell differentiation	BP	0.554637753354777	1
GO:0006970	0.0535877968206593	0.970256627507053	27	54	response to osmotic stress	BP	0.555606431839174	1
GO:0005168	0.0536135390691968	0.994127308721547	5	6	neurotrophin TRKA receptor binding	MF	0.555606431839174	1
GO:0005915	0.0537109894535049	0.990607046860855	6	8	zonula adherens	CC	0.556333349835135	1
04623	0.0537559138849899	0.975586949826162	16	31	NA	NA	0.556358447412676	1
GO:0014044	0.0537699227086441	0.97866061086366	13	23	Schwann cell development	BP	0.556358447412676	1
GO:2000045	0.0537953343183946	0.963390678512543	55	125	regulation of G1/S transition of mitotic cell cycle	BP	0.556358447412676	1
GO:0032351	0.0538352071825713	1	3	3	negative regulation of hormone metabolic process	BP	0.556488336447341	1
GO:0030178	0.0539681703725637	0.961524277329259	68	163	negative regulation of Wnt signaling pathway	BP	0.557579869761974	1
GO:0030027	0.0540095693672143	0.96179059251269	69	152	lamellipodium	CC	0.557724767505131	1
GO:2000379	0.0541476654466434	0.968761265027274	29	62	positive regulation of reactive oxygen species metabolic process	BP	0.558658545188599	1
GO:0060341	0.0541638106572885	0.954051999023487	278	697	regulation of cellular localization	BP	0.558658545188599	1
GO:0016571	0.0541822560760122	0.963360569519492	54	120	histone methylation	BP	0.558658545188599	1
GO:0050996	0.054276802211135	0.982372419313463	9	16	positive regulation of lipid catabolic process	BP	0.559350312721125	1
GO:0036092	0.0543401192777202	0.974272424204979	19	34	phosphatidylinositol-3-phosphate biosynthetic process	BP	0.559719711913181	1
GO:0002407	0.0543994578604077	0.984614926635346	8	13	dendritic cell chemotaxis	BP	0.559778375505286	1
GO:0019229	0.0544007648719184	0.9728894856285	20	39	regulation of vasoconstriction	BP	0.559778375505286	1
GO:0060689	0.054449310818145	1	3	3	cell differentiation involved in salivary gland development	BP	0.559995082589039	1
GO:0016577	0.0545293011634301	0.976637127290039	16	27	histone demethylation	BP	0.560486418378633	1
GO:0007049	0.0545521040367541	0.951332933465579	596	1535	cell cycle	BP	0.560486418378633	1
GO:0051117	0.0546671317118655	0.96802872742143	30	65	ATPase binding	MF	0.561385151964489	1
GO:0034599	0.0547978219409316	0.959836331791708	80	191	cellular response to oxidative stress	BP	0.562263563726458	1
GO:1903900	0.0548078648061621	0.961440757822023	63	150	regulation of viral life cycle	BP	0.562263563726458	1
GO:0061030	0.0548804661189859	1	3	3	epithelial cell differentiation involved in mammary gland alveolus development	BP	0.562725020990548	1
GO:0031995	0.0549956740498556	0.991128902862973	5	7	insulin-like growth factor II binding	MF	0.563538900691892	1
GO:0009954	0.0550261195329972	0.980173521139353	11	19	proximal/distal pattern formation	BP	0.563538900691892	1
GO:1901030	0.0550703843962047	0.974363074091881	16	33	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	BP	0.563538900691892	1
GO:0042771	0.055070479595443	0.97229121719242	20	40	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	BP	0.563538900691892	1
GO:0002367	0.0552052858094921	0.96931780518099	26	54	cytokine production involved in immune response	BP	0.564634785684032	1
GO:0098586	0.0552828767413668	0.975828606306406	15	28	cellular response to virus	BP	0.564663797415456	1
GO:0045176	0.0552955460119781	0.990244216138562	6	8	apical protein localization	BP	0.564663797415456	1
GO:0050954	0.0553405401991785	0.962645245003041	53	118	sensory perception of mechanical stimulus	BP	0.564663797415456	1
GO:0022407	0.0553437497474113	0.957139127293774	117	279	regulation of cell-cell adhesion	BP	0.564663797415456	1
GO:0006109	0.0553466969391708	0.96238059626599	55	122	regulation of carbohydrate metabolic process	BP	0.564663797415456	1
GO:0004142	0.0555155972945266	1	3	3	diacylglycerol cholinephosphotransferase activity	MF	0.566103493132475	1
GO:0031692	0.0556815727432198	1	3	3	alpha-1B adrenergic receptor binding	MF	0.567070446807476	1
GO:0050856	0.0556970280236375	0.976835389346055	14	25	regulation of T cell receptor signaling pathway	BP	0.567070446807476	1
GO:0043567	0.055697983162672	0.984157144435799	8	13	regulation of insulin-like growth factor receptor signaling pathway	BP	0.567070446807476	1
GO:0034395	0.0557217549086368	1	2	2	regulation of transcription from RNA polymerase II promoter in response to iron	BP	0.567070446807476	1
GO:0043178	0.0558032325212202	0.968338101989685	27	58	alcohol binding	MF	0.567533263217834	1
GO:0034331	0.0558458086869285	0.990117378256458	6	8	cell junction maintenance	BP	0.567533263217834	1
GO:1901028	0.0558507996835063	0.971961959234804	19	40	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	BP	0.567533263217834	1
GO:0070236	0.0560068352449273	1	3	3	negative regulation of activation-induced cell death of T cells	BP	0.56844367958274	1
GO:0032377	0.0560796715164109	1	3	3	regulation of intracellular lipid transport	BP	0.56844367958274	1
GO:0032380	0.0560796715164109	1	3	3	regulation of intracellular sterol transport	BP	0.56844367958274	1
GO:0032383	0.0560796715164109	1	3	3	regulation of intracellular cholesterol transport	BP	0.56844367958274	1
GO:0006921	0.0561229408478127	0.97118348430212	21	42	cellular component disassembly involved in execution phase of apoptosis	BP	0.56844367958274	1
00400	0.0561356966388766	1	3	3	NA	NA	0.56844367958274	1
GO:0080130	0.0561356966388766	1	3	3	L-phenylalanine:2-oxoglutarate aminotransferase activity	MF	0.56844367958274	1
GO:2001267	0.0562635607258454	0.979064583810288	11	20	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	BP	0.568618697110851	1
GO:0042903	0.0562667665956857	1	2	2	tubulin deacetylase activity	MF	0.568618697110851	1
GO:0006907	0.0562979612134584	0.980886033574591	10	17	pinocytosis	BP	0.568618697110851	1
GO:0071549	0.0563183502884553	0.980877636167526	10	17	cellular response to dexamethasone stimulus	BP	0.568618697110851	1
GO:0042632	0.0563204344149257	0.969386942394713	24	50	cholesterol homeostasis	BP	0.568618697110851	1
GO:0055092	0.0563204344149257	0.969386942394713	24	50	sterol homeostasis	BP	0.568618697110851	1
GO:0030235	0.0563686186655127	0.988070171202736	6	9	nitric-oxide synthase regulator activity	MF	0.568823297023852	1
GO:0070555	0.0564056646400077	0.96671429374345	31	66	response to interleukin-1	BP	0.568915352166098	1
GO:0015101	0.0564998267937967	0.990804790836239	5	7	organic cation transmembrane transporter activity	MF	0.569583112863341	1
GO:0061733	0.056756829978659	0.968816922762138	26	51	peptide-lysine-N-acetyltransferase activity	MF	0.571891025709792	1
GO:0021882	0.0568050775538061	1	3	3	regulation of transcription from RNA polymerase II promoter involved in forebrain neuron fate commitment	BP	0.572094241266064	1
GO:0005726	0.0568467521814661	1	3	3	perichromatin fibrils	CC	0.572231091376083	1
GO:0071670	0.0569797613090197	1	3	3	smooth muscle cell chemotaxis	BP	0.572878649094345	1
GO:0048569	0.0570049084703764	0.982807268756985	8	14	post-embryonic animal organ development	BP	0.572878649094345	1
GO:1902110	0.0570415826735538	0.96920510433177	23	49	positive regulation of mitochondrial membrane permeability involved in apoptotic process	BP	0.572878649094345	1
GO:1902686	0.0570415826735538	0.96920510433177	23	49	mitochondrial outer membrane permeabilization involved in programmed cell death	BP	0.572878649094345	1
GO:0072191	0.0570797907952057	1	3	3	ureter smooth muscle development	BP	0.572878649094345	1
GO:0072193	0.0570797907952057	1	3	3	ureter smooth muscle cell differentiation	BP	0.572878649094345	1
GO:0048709	0.0571409209343073	0.967891162364337	27	55	oligodendrocyte differentiation	BP	0.573209809510378	1
GO:0031111	0.05722836828283	0.978066338340872	12	21	negative regulation of microtubule polymerization or depolymerization	BP	0.57352361152954	1
GO:0033139	0.0572285021222909	1	3	3	regulation of peptidyl-serine phosphorylation of STAT protein	BP	0.57352361152954	1
GO:0043507	0.0572945736119847	0.967588110342278	28	56	positive regulation of JUN kinase activity	BP	0.573831099174226	1
GO:0032885	0.0573207353831288	0.974022773515902	16	30	regulation of polysaccharide biosynthetic process	BP	0.573831099174226	1
GO:0031529	0.0573902845923672	0.97200488825776	19	36	ruffle organization	BP	0.573831099174226	1
GO:0097021	0.0574260239246239	1	3	3	lymphocyte migration into lymphoid organs	BP	0.573831099174226	1
GO:0070233	0.0574277120127656	0.983542798044529	8	13	negative regulation of T cell apoptotic process	BP	0.573831099174226	1
GO:0016540	0.0574347823898875	0.987777613739578	6	9	protein autoprocessing	BP	0.573831099174226	1
GO:1902809	0.0574628239192074	1	3	3	regulation of skeletal muscle fiber differentiation	BP	0.573831099174226	1
GO:0070640	0.0574997873888279	1	3	3	vitamin D3 metabolic process	BP	0.573831099174226	1
GO:0006986	0.0575240718129185	0.959283686232741	64	152	response to unfolded protein	BP	0.573831099174226	1
GO:0071889	0.0575408331998107	0.976879962355948	13	23	14-3-3 protein binding	MF	0.573831099174226	1
GO:0060972	0.0576631151527239	0.97902659561896	11	19	left/right pattern formation	BP	0.574769230979255	1
GO:0009437	0.0577637083651525	0.985371643883926	7	11	carnitine metabolic process	BP	0.575105701975164	1
GO:0048102	0.0577739051303509	0.990527754291427	5	7	autophagic cell death	BP	0.575105701975164	1
GO:0004143	0.0577815535458506	0.989667781080577	6	8	diacylglycerol kinase activity	MF	0.575105701975164	1
GO:0045069	0.0578669471610435	0.965173893857567	32	71	regulation of viral genome replication	BP	0.575674405009327	1
GO:0045624	0.0580809849696681	0.983309439522082	8	13	positive regulation of T-helper cell differentiation	BP	0.577521711943395	1
GO:0002221	0.0581672071735476	0.960040528823444	56	127	pattern recognition receptor signaling pathway	BP	0.578096916562858	1
GO:2000224	0.0582190534391713	1	2	2	regulation of testosterone biosynthetic process	BP	0.578330080336264	1
GO:0035591	0.0582611406264869	0.965431989679097	32	66	signaling adaptor activity	MF	0.57846612043082	1
GO:0002691	0.0583890692293183	0.983199135266649	8	13	regulation of cellular extravasation	BP	0.579453919375612	1
GO:0042996	0.0584469909168199	0.99038048030804	5	7	regulation of Golgi to plasma membrane protein transport	BP	0.579746345150579	1
GO:0090313	0.0585560475955706	0.974150737655837	15	28	regulation of protein targeting to membrane	BP	0.580381347514273	1
GO:1903726	0.0585878274376837	0.990349584841556	5	7	negative regulation of phospholipid metabolic process	BP	0.580381347514273	1
GO:0060737	0.0586146609061566	1	3	3	prostate gland morphogenetic growth	BP	0.580381347514273	1
GO:0007019	0.0586264707798089	0.975396548694864	14	25	microtubule depolymerization	BP	0.580381347514273	1
GO:0035150	0.0586534403912775	0.962592968451325	40	89	regulation of tube size	BP	0.580381347514273	1
GO:0010957	0.0586832800182296	1	3	3	negative regulation of vitamin D biosynthetic process	BP	0.580394731597771	1
GO:0060135	0.0587201965944071	0.969375005489247	22	43	maternal process involved in female pregnancy	BP	0.580478061821664	1
GO:2000667	0.0589304507526289	0.994077366912848	4	5	positive regulation of interleukin-13 secretion	BP	0.581892224391631	1
GO:0051097	0.0589606348134863	1	3	3	negative regulation of helicase activity	BP	0.581892224391631	1
GO:0071895	0.058997123859329	1	3	3	odontoblast differentiation	BP	0.581892224391631	1
GO:0070059	0.05901025503089	0.966938165272614	26	54	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	BP	0.581892224391631	1
GO:0032496	0.0590249924662961	0.955762774490021	90	214	response to lipopolysaccharide	BP	0.581892224391631	1
GO:0044702	0.0590346141070728	0.948927160513005	346	879	single organism reproductive process	BP	0.581892224391631	1
GO:0015697	0.0590993888099422	0.990237131332148	5	7	quaternary ammonium group transport	BP	0.582026050970677	1
GO:0000118	0.059105325388158	0.966151979715615	28	58	histone deacetylase complex	CC	0.582026050970677	1
GO:0032886	0.0591651278463344	0.959353021302631	57	125	regulation of microtubule-based process	BP	0.58233348538223	1
GO:0098542	0.0592576464091138	0.95390184720751	114	286	defense response to other organism	BP	0.582962476069186	1
GO:0015748	0.0595179001108398	0.96448784884795	32	67	organophosphate ester transport	BP	0.58511707495782	1
GO:0060628	0.0595340972017061	0.986332439228327	7	10	regulation of ER to Golgi vesicle-mediated transport	BP	0.58511707495782	1
GO:0032233	0.0597342009700602	0.969289149465192	21	41	positive regulation of actin filament bundle assembly	BP	0.586800326371146	1
GO:1990086	0.0597944465582167	1	3	3	lens fiber cell apoptotic process	BP	0.586800326371146	1
GO:0034390	0.059820569248693	0.984708696553344	7	11	smooth muscle cell apoptotic process	BP	0.586800326371146	1
GO:0034391	0.059820569248693	0.984708696553344	7	11	regulation of smooth muscle cell apoptotic process	BP	0.586800326371146	1
GO:1900745	0.0598910573217412	0.982659077063423	8	13	positive regulation of p38MAPK cascade	BP	0.587200855691129	1
GO:0016407	0.0599190428478383	0.96157453698129	41	90	acetyltransferase activity	MF	0.587200855691129	1
GO:0002711	0.0600228277775804	0.975201828654165	13	24	positive regulation of T cell mediated immunity	BP	0.587935140932896	1
GO:0005543	0.0602281096681426	0.952922827013086	123	288	phospholipid binding	MF	0.589662424977769	1
GO:0045077	0.0603536378060906	0.993877539810494	4	5	negative regulation of interferon-gamma biosynthetic process	BP	0.590607596859409	1
GO:0017137	0.0603842488904612	0.958734542416192	56	120	Rab GTPase binding	MF	0.590623469464357	1
GO:0032464	0.0605311381912102	0.988050164720081	5	8	positive regulation of protein homooligomerization	BP	0.591776108209077	1
GO:2000681	0.0607057691993786	1	3	3	negative regulation of rubidium ion transport	BP	0.592555041538391	1
GO:2000687	0.0607057691993786	1	3	3	negative regulation of rubidium ion transmembrane transporter activity	BP	0.592555041538391	1
GO:0008401	0.0607072004200178	1	3	3	retinoic acid 4-hydroxylase activity	MF	0.592555041538391	1
GO:0032366	0.0607271486567273	0.982356811137476	8	13	intracellular sterol transport	BP	0.592555041538391	1
GO:1901550	0.0608065868702741	0.986840677840345	6	9	regulation of endothelial cell development	BP	0.59276239277271	1
GO:1903140	0.0608065868702741	0.986840677840345	6	9	regulation of establishment of endothelial barrier	BP	0.59276239277271	1
GO:0050884	0.06092279080277	0.986808074582056	6	9	neuromuscular process controlling posture	BP	0.593611162035215	1
GO:0090257	0.060989788903563	0.957004741389169	62	144	regulation of muscle system process	BP	0.593901761046899	1
GO:1905268	0.0610109151796976	0.969097909687057	20	39	negative regulation of chromatin organization	BP	0.593901761046899	1
GO:0070695	0.0610775505912319	0.993775103986605	4	5	FHF complex	CC	0.594146233187923	1
GO:0005924	0.0610943535156915	0.950921214207665	148	370	cell-substrate adherens junction	CC	0.594146233187923	1
GO:0044545	0.0613510775122638	1	3	3	NSL complex	CC	0.595943136395545	1
GO:0060681	0.0614036408626856	1	3	3	branch elongation involved in ureteric bud branching	BP	0.595943136395545	1
GO:0072095	0.0614036408626856	1	3	3	regulation of branch elongation involved in ureteric bud branching	BP	0.595943136395545	1
04664	0.0614042601970467	0.964193363309122	29	61	NA	NA	0.595943136395545	1
GO:0035909	0.0614253748125377	0.974531709570843	14	24	aorta morphogenesis	BP	0.595943136395545	1
GO:0060576	0.0614851852331385	0.984167118578891	7	11	intestinal epithelial cell development	BP	0.596239487834348	1
GO:0006352	0.0615248295778148	0.954439826146175	81	195	DNA-templated transcription, initiation	BP	0.596340094109609	1
GO:0071225	0.0615827200360059	0.993703306078725	4	5	cellular response to muramyl dipeptide	BP	0.596617374233754	1
GO:2000276	0.0616817178683385	1	2	2	negative regulation of oxidative phosphorylation uncoupler activity	BP	0.597060689158092	1
GO:0050680	0.0616870889701474	0.959295103200565	46	101	negative regulation of epithelial cell proliferation	BP	0.597060689158092	1
GO:0015911	0.0619336896042381	0.993653272109642	4	5	plasma membrane long-chain fatty acid transport	BP	0.598645697248247	1
GO:1902001	0.0619336896042381	0.993653272109642	4	5	fatty acid transmembrane transport	BP	0.598645697248247	1
GO:0070266	0.0619704921991939	0.974247411083418	13	24	necroptotic process	BP	0.598645697248247	1
GO:0033906	0.0619785691432716	1	2	2	hyaluronoglucuronidase activity	MF	0.598645697248247	1
GO:0031103	0.0619977628935802	0.97119541355003	16	31	axon regeneration	BP	0.598645697248247	1
GO:0044783	0.0621949841836434	0.962678693271666	31	68	G1 DNA damage checkpoint	BP	0.600118804133535	1
GO:0019432	0.0622569417566123	0.968719326640815	19	38	triglyceride biosynthetic process	BP	0.600118804133535	1
GO:0000287	0.0623409674961933	0.954215463906985	78	182	magnesium ion binding	MF	0.600118804133535	1
GO:0032365	0.0623428083878899	0.974577090655986	13	23	intracellular lipid transport	BP	0.600118804133535	1
GO:0042330	0.0623661848863416	0.949858829429517	151	365	taxis	BP	0.600118804133535	1
GO:0051380	0.0623663865703576	1	3	3	norepinephrine binding	MF	0.600118804133535	1
GO:0050966	0.0624512421656174	1	3	3	detection of mechanical stimulus involved in sensory perception of pain	BP	0.600118804133535	1
GO:1901338	0.0625115516820117	0.986360250909014	6	9	catecholamine binding	MF	0.600118804133535	1
GO:0090189	0.0625125969452881	0.978293249859591	10	17	regulation of branching involved in ureteric bud morphogenesis	BP	0.600118804133535	1
GO:0031094	0.062607016761347	0.985424726460468	7	10	platelet dense tubular network	CC	0.600118804133535	1
GO:0032330	0.0626440318208029	0.969406929045953	18	35	regulation of chondrocyte differentiation	BP	0.600118804133535	1
05323	0.0626480291887655	0.963355229557476	28	62	NA	NA	0.600118804133535	1
GO:0071772	0.0627040969610663	0.957834445353253	51	109	response to BMP	BP	0.600118804133535	1
GO:0071773	0.0627040969610663	0.957834445353253	51	109	cellular response to BMP stimulus	BP	0.600118804133535	1
GO:0002246	0.0627586621184885	0.993535175686268	4	5	wound healing involved in inflammatory response	BP	0.600118804133535	1
GO:0090594	0.0627586621184885	0.993535175686268	4	5	inflammatory response to wounding	BP	0.600118804133535	1
GO:0010975	0.0627861678083779	0.949952109697411	143	333	regulation of neuron projection development	BP	0.600118804133535	1
GO:0006977	0.0627922458544026	0.963873750317344	27	58	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	BP	0.600118804133535	1
GO:0072672	0.0628928219887875	1	3	3	neutrophil extravasation	BP	0.600118804133535	1
GO:0070345	0.0629292269981945	0.993510673630964	4	5	negative regulation of fat cell proliferation	BP	0.600118804133535	1
GO:0032287	0.062963964735169	0.989375988498708	5	7	peripheral nervous system myelin maintenance	BP	0.600118804133535	1
GO:0045581	0.0629721545262569	0.976034582886012	11	20	negative regulation of T cell differentiation	BP	0.600118804133535	1
GO:0035766	0.0629849304957065	1	3	3	cell chemotaxis to fibroblast growth factor	BP	0.600118804133535	1
GO:0035768	0.0629849304957065	1	3	3	endothelial cell chemotaxis to fibroblast growth factor	BP	0.600118804133535	1
GO:1904847	0.0629849304957065	1	3	3	regulation of cell chemotaxis to fibroblast growth factor	BP	0.600118804133535	1
GO:1904849	0.0629849304957065	1	3	3	positive regulation of cell chemotaxis to fibroblast growth factor	BP	0.600118804133535	1
GO:2000544	0.0629849304957065	1	3	3	regulation of endothelial cell chemotaxis to fibroblast growth factor	BP	0.600118804133535	1
GO:2000546	0.0629849304957065	1	3	3	positive regulation of endothelial cell chemotaxis to fibroblast growth factor	BP	0.600118804133535	1
GO:0009071	0.0630167384608595	0.989364088399961	5	7	serine family amino acid catabolic process	BP	0.600118804133535	1
GO:0010008	0.0630339766784021	0.949354612292169	148	363	endosome membrane	CC	0.600118804133535	1
04510	0.0631315403999332	0.954109348021679	76	167	NA	NA	0.600766933259336	1
GO:0070306	0.0632221204168451	0.977344507792704	11	18	lens fiber cell differentiation	BP	0.601244223410893	1
GO:0051083	0.0632407171281802	1	2	2	'de novo' cotranslational protein folding	BP	0.601244223410893	1
GO:0001705	0.0633006425324337	1	3	3	ectoderm formation	BP	0.601252816296412	1
GO:0001712	0.0633006425324337	1	3	3	ectodermal cell fate commitment	BP	0.601252816296412	1
GO:0008374	0.063369667980947	0.967728266496389	20	39	O-acyltransferase activity	MF	0.601627966190034	1
GO:0006657	0.06347406449922	0.98926080762013	5	7	CDP-choline pathway	BP	0.602131055800588	1
GO:0006654	0.0635113202569678	0.971576559460336	15	28	phosphatidic acid biosynthetic process	BP	0.602131055800588	1
GO:0046473	0.0635113202569678	0.971576559460336	15	28	phosphatidic acid metabolic process	BP	0.602131055800588	1
GO:0051170	0.0635542637506961	0.951375835792062	100	241	nuclear import	BP	0.602257939375201	1
GO:0002066	0.0635979635009865	0.965262565961669	24	48	columnar/cuboidal epithelial cell development	BP	0.602391868139981	1
05120	0.0636793200447987	0.962710670266338	29	61	NA	NA	0.602513619604751	1
GO:0045446	0.0636944598775871	0.961116793516706	34	71	endothelial cell differentiation	BP	0.602513619604751	1
GO:0005925	0.0636995355172589	0.948759584847745	147	368	focal adhesion	CC	0.602513619604751	1
GO:0048537	0.063857071022652	0.993376876129905	4	5	mucosal-associated lymphoid tissue development	BP	0.603443397502557	1
GO:0048541	0.063857071022652	0.993376876129905	4	5	Peyer's patch development	BP	0.603443397502557	1
GO:0033273	0.063925660873766	0.962908895672106	28	59	response to vitamin	BP	0.603811504238344	1
GO:0032934	0.0640046791808938	0.969348458114451	17	33	sterol binding	MF	0.604277726427957	1
GO:0003330	0.0640739220509147	1	2	2	regulation of extracellular matrix constituent secretion	BP	0.604371336974692	1
GO:0003331	0.0640739220509147	1	2	2	positive regulation of extracellular matrix constituent secretion	BP	0.604371336974692	1
GO:1900029	0.0641451412458644	0.989108745817313	5	7	positive regulation of ruffle assembly	BP	0.604763122509598	1
GO:0048643	0.064253094913739	0.977555437662152	10	17	positive regulation of skeletal muscle tissue development	BP	0.60550071959876	1
GO:0002828	0.0643944607811977	0.977495292618339	10	17	regulation of type 2 immune response	BP	0.606552355042128	1
GO:0001664	0.064472047472598	0.953947525662584	64	153	G-protein coupled receptor binding	MF	0.606973060246681	1
GO:0000293	0.0644987079333495	1	3	3	ferric-chelate reductase activity	MF	0.606973060246681	1
GO:0070498	0.0645817687754853	0.979061553604368	9	15	interleukin-1-mediated signaling pathway	BP	0.607474126053434	1
GO:0006498	0.0646540542250623	0.99326126296839	4	5	N-terminal protein lipidation	BP	0.607873419834527	1
GO:0060676	0.0647354824409109	0.993249415124172	4	5	ureteric bud formation	BP	0.608108983215024	1
GO:1990841	0.0647474345960718	0.97588636525807	11	19	promoter-specific chromatin binding	MF	0.608108983215024	1
GO:0030128	0.064790413273235	0.983078620287925	7	11	clathrin coat of endocytic vesicle	CC	0.608108983215024	1
GO:0032633	0.0648669371945657	0.974527421448234	12	21	interleukin-4 production	BP	0.608108983215024	1
GO:0090269	0.0648897173836373	0.993226955818128	4	5	fibroblast growth factor production	BP	0.608108983215024	1
GO:0090270	0.0648897173836373	0.993226955818128	4	5	regulation of fibroblast growth factor production	BP	0.608108983215024	1
GO:0014067	0.0649145559765525	0.985675674134645	6	9	negative regulation of phosphatidylinositol 3-kinase signaling	BP	0.608108983215024	1
GO:0045017	0.0649456532655292	0.95256013518883	74	173	glycerolipid biosynthetic process	BP	0.608108983215024	1
